3.280000000000000783e-06,5.680000000000000604e-01
3.284000000000000660e-06,5.680000000000000604e-01
3.288000000000000537e-06,5.680000000000000604e-01
3.292000000000000414e-06,5.680000000000000604e-01
3.296000000000000291e-06,5.680000000000000604e-01
3.300000000000000168e-06,5.680000000000000604e-01
3.304000000000000045e-06,5.680000000000000604e-01
3.307999999999999922e-06,5.680000000000000604e-01
3.311999999999999799e-06,5.600000000000000533e-01
3.315999999999999676e-06,5.600000000000000533e-01
3.319999999999999553e-06,5.520000000000000462e-01
3.323999999999999430e-06,5.600000000000000533e-01
3.327999999999999307e-06,5.600000000000000533e-01
3.331999999999999184e-06,5.600000000000000533e-01
3.335999999999999061e-06,5.600000000000000533e-01
3.339999999999998938e-06,5.520000000000000462e-01
3.343999999999998815e-06,5.520000000000000462e-01
3.347999999999998692e-06,5.520000000000000462e-01
3.351999999999998569e-06,5.520000000000000462e-01
3.355999999999998446e-06,5.520000000000000462e-01
3.359999999999998323e-06,5.520000000000000462e-01
3.363999999999998200e-06,5.600000000000000533e-01
3.367999999999998077e-06,5.600000000000000533e-01
3.371999999999997954e-06,5.440000000000000391e-01
3.375999999999997831e-06,5.600000000000000533e-01
3.379999999999997708e-06,5.600000000000000533e-01
3.383999999999997585e-06,5.440000000000000391e-01
3.387999999999997462e-06,5.440000000000000391e-01
3.391999999999997339e-06,5.520000000000000462e-01
3.395999999999997216e-06,5.600000000000000533e-01
3.399999999999997093e-06,5.520000000000000462e-01
3.403999999999996970e-06,5.520000000000000462e-01
3.407999999999996847e-06,5.520000000000000462e-01
3.411999999999996724e-06,5.520000000000000462e-01
3.415999999999996601e-06,5.520000000000000462e-01
3.419999999999996478e-06,5.520000000000000462e-01
3.423999999999996355e-06,5.520000000000000462e-01
3.427999999999996232e-06,5.520000000000000462e-01
3.431999999999996109e-06,5.520000000000000462e-01
3.435999999999995986e-06,5.520000000000000462e-01
3.439999999999995863e-06,5.520000000000000462e-01
3.443999999999995740e-06,5.440000000000000391e-01
3.447999999999995617e-06,5.520000000000000462e-01
3.451999999999995494e-06,5.520000000000000462e-01
3.455999999999995371e-06,5.520000000000000462e-01
3.459999999999995248e-06,5.520000000000000462e-01
3.463999999999995125e-06,5.520000000000000462e-01
3.467999999999995002e-06,5.520000000000000462e-01
3.471999999999994879e-06,5.600000000000000533e-01
3.475999999999994756e-06,5.520000000000000462e-01
3.479999999999994633e-06,5.520000000000000462e-01
3.483999999999994510e-06,5.520000000000000462e-01
3.487999999999994387e-06,5.520000000000000462e-01
3.491999999999994264e-06,5.600000000000000533e-01
3.495999999999994141e-06,5.520000000000000462e-01
3.499999999999994018e-06,5.520000000000000462e-01
3.503999999999993895e-06,5.600000000000000533e-01
3.507999999999993772e-06,5.600000000000000533e-01
3.511999999999993649e-06,5.520000000000000462e-01
3.515999999999993526e-06,5.600000000000000533e-01
3.519999999999993403e-06,5.600000000000000533e-01
3.523999999999993280e-06,5.680000000000000604e-01
3.527999999999993157e-06,5.680000000000000604e-01
3.531999999999993034e-06,5.600000000000000533e-01
3.535999999999992911e-06,5.600000000000000533e-01
3.539999999999992788e-06,5.600000000000000533e-01
3.543999999999992665e-06,5.600000000000000533e-01
3.547999999999992542e-06,5.600000000000000533e-01
3.551999999999992419e-06,5.680000000000000604e-01
3.555999999999992296e-06,5.760000000000000675e-01
3.559999999999992173e-06,5.680000000000000604e-01
3.563999999999992050e-06,5.680000000000000604e-01
3.567999999999991927e-06,5.760000000000000675e-01
