3.440000000000000522e-06,5.280000000000000249e-01
3.444000000000000399e-06,5.280000000000000249e-01
3.448000000000000276e-06,5.280000000000000249e-01
3.452000000000000153e-06,5.200000000000000178e-01
3.456000000000000030e-06,5.360000000000000320e-01
3.459999999999999907e-06,5.280000000000000249e-01
3.463999999999999784e-06,5.280000000000000249e-01
3.467999999999999661e-06,5.280000000000000249e-01
3.471999999999999538e-06,5.360000000000000320e-01
3.475999999999999415e-06,5.280000000000000249e-01
3.479999999999999292e-06,5.280000000000000249e-01
3.483999999999999169e-06,5.360000000000000320e-01
3.487999999999999046e-06,5.360000000000000320e-01
3.491999999999998923e-06,5.280000000000000249e-01
3.495999999999998800e-06,5.360000000000000320e-01
3.499999999999998677e-06,5.360000000000000320e-01
3.503999999999998554e-06,5.360000000000000320e-01
3.507999999999998431e-06,5.360000000000000320e-01
3.511999999999998308e-06,5.360000000000000320e-01
3.515999999999998185e-06,5.360000000000000320e-01
3.519999999999998062e-06,5.360000000000000320e-01
3.523999999999997939e-06,5.360000000000000320e-01
3.527999999999997816e-06,5.440000000000000391e-01
3.531999999999997693e-06,5.360000000000000320e-01
3.535999999999997570e-06,5.360000000000000320e-01
3.539999999999997447e-06,5.440000000000000391e-01
3.543999999999997324e-06,5.440000000000000391e-01
3.547999999999997201e-06,5.360000000000000320e-01
3.551999999999997078e-06,5.440000000000000391e-01
3.555999999999996955e-06,5.440000000000000391e-01
3.559999999999996832e-06,5.440000000000000391e-01
3.563999999999996709e-06,5.440000000000000391e-01
3.567999999999996586e-06,5.520000000000000462e-01
3.571999999999996463e-06,5.600000000000000533e-01
3.575999999999996340e-06,5.440000000000000391e-01
3.579999999999996217e-06,5.520000000000000462e-01
3.583999999999996094e-06,5.520000000000000462e-01
3.587999999999995971e-06,5.520000000000000462e-01
3.591999999999995848e-06,5.520000000000000462e-01
3.595999999999995725e-06,5.520000000000000462e-01
3.599999999999995602e-06,5.520000000000000462e-01
3.603999999999995479e-06,5.520000000000000462e-01
3.607999999999995356e-06,5.520000000000000462e-01
3.611999999999995233e-06,5.520000000000000462e-01
3.615999999999995110e-06,5.520000000000000462e-01
